MplusiD,age,gender,race,grade,aspiration,interest1,interest2,interest3,zip,median_income,percent_bachelors
5209,16,0,4,10,5, , , ,8234,61777,28.4
5212,17,1,7,2,5,4,3,4, , , 
5212,17,1,7,11,5, , , ,63090,55290,20.7
5215,16,0,7, , , , , ,85383,62223,32.3
5216,15,1,7, , , , , ,92563,63944,22.2
5218,15,1,3,12,6, , , ,85022,62223,32.3
5219,16,0,7, , , , , ,31805, , 
5220,15,1,2, , , , , ,44141,46784,32.6
5223,15,1,4,4,3,2,2,3, , , 
5223,15,1,4,9,3, , , ,85041,62223,32.3
5224,13,0,7, , , , , ,25661, , 
5227,14,1,7, , , , , ,47167, , 
5230,16,1,7, , , , , ,65704, , 
5231,15,0,7, , , , , ,95010,79705,40.2
5232,17,1,7,7,2, , , ,49036, , 
5236,13,0,7, , , , , ,24301, , 
5239,15,0,7, , , , , ,53719,72268,51.5
5240,13,1,7, , , , , ,75088,56718,30.6
5241,14,0,7,5,6,4,3,3, , , 
5241,14,0,7,8,6, , , ,1886,98555,56
5243,15,0,4,3,5,4,5,5, , , 
5243,15,0,4,10,5, , , ,90011,65006,32.3
5244,13,0,7, , , , , ,15767, , 
5245,14,1,7, , , , , ,45344,46665,20.1
5246,16,1,7, , , , , ,30110, , 
5248,17,0,7, , , , , ,20850,103235,57.8
5249,17,1,7, , , , , ,75217,56718,30.6
5252,13,0,4,7,5, , , ,33618,54731,33.3
5253,17,1,1,11,6, , , ,24060,56462,41.5
5255,13,1,7,7,5, , , ,61021, , 
5258,13,1,7, , , , , ,43202,59227,38.7
5262,14,0,7, , , , , ,6511,66863,34.2
5265,14,0,4,9,5, , , ,33321,56842,32.7
5266,16,1,7, , , , , ,19465,96656,52.3
5267,16,1,7, , , , , ,57078, , 
5268,15,1,7, , , , , ,45322,47755,27.9
5270,15,1,7,10,4, , , ,40272,55044,33.5
5271,13,1,4,7,2, , , ,49442,49229,19.4
5272,13,0,7, , , , , ,75428,55786,23.8
5273,17,1,7, , , , , ,23462,72586,35.3
5274,15,1,7, , , , , ,46112,70991,35.6
5275,17,0,7, , , , , ,44281,71360,32.2
5276,16,1,7, , , , , ,90210,65006,32.3
5277,16,1,3,4,6,3,3,3, , , 
5277,16,1,3,9,6, , , ,29406,60555,42.5
5278,14,0,1,5,5,4,4,4, , , 
5278,14,0,1,8,5, , , ,99111, , 
5279,13,1,7, , , , , ,19473,87304,50.2
5282,13,1,4,6,5, , , ,89509,61498,31.1
5285,13,0,1,7,6, , , ,14150,55604,34.4
5287,17,1,7, , , , , ,32405,52415,23.7
5289,17,0,2, , , , , ,76201,86291,46.1
5290,17,0,3,11,5, , , ,39047,66054,28.5
5292,14,1,3, , , , , ,10472,37397,19.6
5300,14,1,3, , , , , ,38024, , 
5302,16,1,1,4,6,4,4,4, , , 
5302,16,1,1,9,6, , , ,8520,79173,43.9
5304,16,1,7,3,6,5,5,5, , , 
5304,16,1,7,10,6, , , ,32806,54107,34.1
5307,13,1,7, , , , , ,85706,51425,33.6
5310,14,1,1,10,6, , , ,60169,61405,38.6
5311,17,0,1,12,1, , , ,8054,87673,37.3
5312,14,0,3,5,6,5,5,5, , , 
5312,14,0,3,8,6, , , ,27704,59891,48.4
5314,16,0,7, , , , , ,74014,57823,24.5
5316,13,0,7,7,5, , , ,70433,67396,35.9
5318,17,1,7, , , , , ,98407,69278,26
5319,15,0,4,5,5,4,4,4, , , 
5319,15,0,4,8,5, , , ,63304,81594,39.4
5320,14,0,7, , , , , ,28539,49883,22.3
5321,13,1,7, , , , , ,77036,58645,30.7
5322,17,1,3,2,6,2,2,3, , , 
5322,17,1,3,11,6, , , ,19050,73854,40.3
5324,17,0,1,1,6,4,3,4, , , 
5324,17,0,1,12,6, , , ,94132,110816,57.8
5327,15,1,7, , , , , ,7828,114732,52.5
5328,16,0,7, , , , , ,3743, , 
5330,15,1,7, , , , , ,32796,52540,30
5331,17,1,3,11,2, , , ,43605,47308,26.5
5334,14,0,7, , , , , ,33065,56842,32.7
5336,13,0,7,8,5, , , ,13619,47101,21.2
5338,17,0,1,1,6,5,5,5, , , 
5338,17,0,1,12,6, , , ,77040,58645,30.7
5339,13,1,7, , , , , ,62265, , 
5340,15,1,7, , , , , ,32207,52062,29.4
5341,17,0,7, , , , , ,77304,76811,33.1
5347,17,1,7, , , , , ,77554,70494,31.2
5348,17,1,6, , , , , ,78228,54175,27.8
5350,14,1,1,5,5,1,1,1, , , 
5350,14,1,1,8,5, , , ,30044,68914,36.5
5351,17,1,7,11, , , , ,64163,74646,42.3
5353,14,0,7, , , , , ,39565,48284,22
5354,13,1,7, , , , , ,21223,47131,30.6
5359,16,1,7, , , , , ,38340, , 
5361,14,0,7, , , , , ,25204, , 
5362,15,0,7, , , , , ,93230,57555,13.2
5363,15,0,7, , , , , ,64068,66938,32.6
5364,16,1,3,11, , , , ,85029,62223,32.3
5368,15,0,4,4,6,3,3,2, , , 
5368,15,0,4,9,6, , , ,6706,66863,34.2
5372,14,0,7, , , , , ,76522,52769,16.9
5373,17,1,7, , , , , ,34209,55268,32
5376,17,0,7, , , , , ,35954,41576,19.3
5379,14,0,7,8,5, , , ,38501,39647,23.6
5380,15,0,7, , , , , ,47720,46681,29.3
5381,15,0,7, , , , , ,38362,45013,25.9
5382,13,1,7, , , , , ,22556,112795,41.3
5385,17,1,7, , , , , ,26253, , 
5387,14,1,7, , , , , ,49017,45386,21.9
5392,17,1,7, , , , , ,43207,59227,38.7
5393,13,0,1,8,6, , , ,84094,71471,36
5394,14,0,7, , , , , ,27288,48196,16.3
5399,13,1,7, , , , , ,76548,52479,26.9
5400,17,0,1,2,6,3,5,4, , , 
5400,17,0,1,11,6, , , ,55442,74592,50.2
5402,16,0,7, , , , , ,45385,67923,40.4
5406,15,1,4,9,5, , , ,1606,70402,36.5
5409,13,1,7,4,2,2,1,2, , , 
5409,13,1,7,9,2, , , ,36022,60558,24.9
5411,15,0,3,3,6,2,3,3, , , 
5411,15,0,3,10,6, , , ,27610,77318,52.2
5414,16,0,7,3,5,5,5,4, , , 
5414,16,0,7,10,5, , , ,16146,46785,24.4
5416,17,0,7, , , , , ,33030,49930,29.3
5417,15,0,1,9,5, , , ,25401,59142,21.7
5418,16,1,7,12,5, , , ,1220,57054,32.3
5419,13,1,7, , , , , ,35811,62312,41.3
5420,15,0,7, , , , , ,79029, , 
5421,16,1,7, , , , , ,2809, , 
5422,16,1,7, , , , , ,27203,43154,16.2
5424,17,1,7, , , , , ,92673,86217,40.3
5428,14,0,1,8,6, , , ,77478,90845,46.7
5430,13,0,7, , , , , ,37755, , 
5431,15,1,7,3,5,4,3,3, , , 
5431,15,1,7,10,5, , , ,84074,72386,27.5
5432,15,0,7,9,6, , , ,39507,47365,24.9
5433,16,1,7, , , , , ,46818,52484,26.3
5434,17,0,7, , , , , ,27587,77318,52.2
5435,14,0,7,5,5,3,3,3, , , 
5435,14,0,7,8,5, , , ,50626,49779,28.2
5436,15,1,7,4,5,3,3,3, , , 
5436,15,1,7,9,5, , , ,74136,52441,31.7
5437,15,1,3,5,6,5,5,5, , , 
5437,15,1,3,8,6, , , ,27612,77318,52.2
5440,16,0,3,11,5, , , ,6002,70429,37.8
5442,15,0,7, , , , , ,50701,49779,28.2
5443,17,1,3,2,1,4,4,4, , , 
5443,17,1,3,11,1, , , ,29906,58847,41.1
5445,13,0,7, , , , , ,84305,52828,40.7
5447,13,0,7, , , , , ,73505,51059,24.2
5449,15,0,3,3,6,3,3,3, , , 
5449,15,0,3,10,6, , , ,20017,82372,57.3
5450,15,1,7, , , , , ,29625,48593,20.8
5453,13,0,1,7,5, , , ,60016,61405,38.6
5454,15,1,4,2,5,3,3,4, , , 
5454,15,1,4,11,5, , , ,44139,46784,32.6
5455,14,1,7, , , , , ,44095,59618,26.6
5456,17,0,7, , , , , ,46410,54981,22.6
5457,15,1,4,5,5,4,5,4, , , 
5457,15,1,4,8,5, , , ,95660,63045,30.5
5458,15,0,1,3,6,2,3,3, , , 
5458,15,0,1,10,6, , , ,37129,68514,34.6
5460,13,1,7, , , , , ,84029,72386,27.5
5462,14,0,4,5,6,1,5,3, , , 
5462,14,0,4,8,6, , , ,34461,43548,16.8
5463,17,1, , , , , , ,48307,77475,47.4
5464,14,0,3,7,6, , , ,32304,51642,46.9
5465,13,1,7, , , , , ,55044,80832,41
5469,16,1,3,9,5, , , ,32117,46901,22.7
5470,17,0,7, , , , , ,55376,79931,28.3
5473,17,0,7, , , , , ,63141,64784,42.8
5475,17,1,4,11,6, , , ,11411,64509,30.9
5476,14,1,4,9,5, , , ,95136,119035,51.7
5477,15,0,5, , , , , ,97913, , 
5483,15,0,1,4,5,2,2,2, , , 
5483,15,0,1,9,5, , , ,45440,47755,27.9
5484,17,1,3,2,4,4,3,3, , , 
5484,17,1,3,11,4, , , ,39443,39310,16.9
5488,17,1,7,2,2,1,1,3, , , 
5488,17,1,7,11,2, , , ,77429,58645,30.7
5491,16,1,7, , , , , ,18202,51332,23.9
5493,13,0,1,5,5,3,3,3, , , 
5493,13,0,1,8,5, , , ,11375,64509,30.9
5495,14,1,3,9,5, , , ,46312,54981,22.6
5496,13,0,4,6,6, , , ,16502,50614,27.1
5498,15,1,3,4,4,3,3,3, , , 
5498,15,1,3,9,4, , , ,72390, , 
5501,17,1,2, , , , , ,22556,112795,41.3
5503,14,1,7, , , , , ,28625,55690,27.4
5505,15,0,7,7,6, , , ,35805,62312,41.3
5506,17,1,3, , , , , ,21208,73805,39.1
5507,15,1,3,8,1, , , ,28115,55690,27.4
5508,17,0,7, , , , , ,48706,44770,21.9
5512,15,0,1,4,5,5,5,5, , , 
5512,15,0,1,9,5, , , ,94568,96296,46.4
5514,13,1,7, , , , , ,43611,47308,26.5
5519,16,1,7,3,2,2,1,3, , , 
5519,16,1,7,10,2, , , ,89706, , 
5521,13,1,4,7,6, , , ,69001, , 
5525,16,0,7, , , , , ,19137,39759,28.3
5526,13,1,4,5,5,5,5,4, , , 
5526,13,1,4,8,5, , , ,33189,49930,29.3
5527,16,1,4,2,5,3,2,4, , , 
5527,16,1,4,11,5, , , ,92243,47211,15.1
5530,13,0,7, , , , , ,95747,80728,37.2
5532,15,0,7, , , , , ,72176,51835,23.4
5535,15,0,1,10,5, , , ,90036,65006,32.3
5536,16,0,7, , , , , ,12206,66204,42.8
5538,13,1,3,9,4, , , ,89101,57189,24.4
5545,14,0,3, , , , , ,11560,108133,45.1
5546,16,1,7, , , , , ,27320,48196,16.3
5547,13,1,2, , , , , ,29579,45680,22.7
5548,14,1,7, , , , , ,40962, , 
5553,14,1,1,5,6,5,5,5, , , 
5553,14,1,1,8,6, , , ,20088, , 
5556,14,0,7, , , , , ,76247,86291,46.1
5558,13,0,7, , , , , ,10004,85071,60.6
5560,14,0,3,4,5,2,3,3, , , 
5560,14,0,3,9,5, , , ,42701,51167,21.8
5562,13,0,7,5,6,3,3,2, , , 
5562,13,0,7,8,6, , , ,35128,50934,16.3
5563,13,1,4, , , , , ,33055,49930,29.3
5564,13,0,3,7,5, , , ,31201,37444,24.9
5565,16,0,7, , , , , ,46227,47344,32
5569,15,1,2, , , , , ,37354, , 
5570,16,0,7, , , , , ,26149, , 
5572,17,1,4, , , , , ,33024,56842,32.7
5573,15,1,7,4,4,3,3,3, , , 
5573,15,1,7,9,4, , , ,56449, , 
5577,17,1,7, , , , , ,29527,45680,22.7
5583,13,0,7,6,5, , , ,28146,47396,19.3
5584,14,1,7, , , , , ,24416, , 
5587,13,1,2, , , , , ,48912,50896,38.5
5590,16,0,7, , , , , ,93306,49854,16
5592,16,0,7, , , , , ,60190,89521,50.1
5593,17,1,1,2,5,4,4,4, , , 
5593,17,1,1,11,5, , , ,92648,86217,40.3
5594,13,1,3,3,6,2,3,3, , , 
5594,13,1,3,10,6, , , ,7017,60430,35.6
5595,17,0,7, , , , , ,95355,59514,17.5
5599,16,0,2, , , , , ,60463,61405,38.6
5601,13,0,3,7,5, , , ,75701,54339,26.8
5602,16,1,1,10,5, , , ,19132,39759,28.3
5606,15,1,7, , , , , ,32827,54107,34.1
5607,17,1,3,11,5, , , ,37096, , 
5609,14,1,4,8,5, , , ,76542,52479,26.9
5611,16,1,7,3,6,4,5,4, , , 
5611,16,1,7,10,6, , , ,67037,53923,31
5614,17,1,1,2,5,3,3,3, , , 
5614,17,1,1,11,5, , , ,96782,81284,34.7
5615,13,0,3,7,5, , , ,75654, , 
5616,17,1, , , , , , ,77705,47657,18.9
5622,13,0,4,5,6,5,5,5, , , 
5622,13,0,4,8,6, , , ,90042,65006,32.3
5623,15,1,3,5,5,2,1,1, , , 
5623,15,1,3,8,5, , , ,39206,45658,28.7
5624,15,0,7, , , , , ,22124,118279,61.4
5625,15,1,3,10,5, , , ,7107,60430,35.6
5627,13,0,3,7,4, , , ,85303,62223,32.3
5628,13,1,7, , , , , ,63126,64784,42.8
5629,15,1,7, , , , , ,23666,54062,28.2
5630,15,0,4,3,6,3,3,3, , , 
5630,15,0,4,10,6, , , ,90260,65006,32.3
